wine_type,wine_category,food_item,food_category,cuisine,pairing_quality,quality_label,description
Nebbiolo,Red,roast lamb,Red Meat,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,fondue,Cheese,Mexican,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,beef stew,Red Meat,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,fondue,Cheese,Spanish,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,caprese salad,Acidic,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,mac and cheese,Cheese,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Madeira,Fortified,gazpacho,Acidic,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,caprese salad,Acidic,Thai,4,Good,Heuristic pairing assessment.
Malbec,Red,citrus salad,Acidic,Italian,5,Excellent,Acidic wine balances acidic food.
Grüner Veltliner,White,mac and cheese,Cheese,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,grilled ribeye,Red Meat,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,fish tacos,Seafood,French,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,gazpacho,Acidic,Middle Eastern,3,Neutral,Acidic wine balances acidic food.
Grenache,Red,cheese platter,Cheese,Ethiopian,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,citrus salad,Acidic,Spanish,3,Neutral,Acidic wine balances acidic food.
Champagne,Sparkling,shrimp scampi,Seafood,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,lemon tart,Dessert,Middle Eastern,2,Poor,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Tempranillo,Red,cheese platter,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
Cava,Sparkling,caprese salad,Acidic,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,olives and cheese,Salty Snack,French,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,grilled ribeye,Red Meat,Ethiopian,2,Poor,Heuristic pairing assessment.
Merlot,Red,beef stew,Red Meat,Moroccan,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,gazpacho,Acidic,German,5,Excellent,Acidic wine balances acidic food.
Gewürztraminer,White,Sichuan noodles,Spicy,French,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,beef stew,Red Meat,Vietnamese,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,citrus salad,Acidic,Moroccan,3,Neutral,Acidic wine balances acidic food.
Zinfandel,Red,citrus salad,Acidic,Italian,3,Neutral,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,cheese platter,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,grilled salmon,Seafood,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,cheese platter,Cheese,Mexican,2,Poor,Heuristic pairing assessment.
Zinfandel,Red,beef stew,Red Meat,Japanese,3,Neutral,Heuristic pairing assessment.
Grenache,Red,caprese salad,Acidic,Mexican,4,Good,Heuristic pairing assessment.
Viognier,White,grilled ribeye,Red Meat,German,3,Neutral,Heuristic pairing assessment.
Gamay (Beaujolais),Red,citrus salad,Acidic,Moroccan,3,Neutral,Acidic wine balances acidic food.
Pinot Noir,Red,grilled ribeye,Red Meat,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,fondue,Cheese,Indian,4,Good,Heuristic pairing assessment.
Riesling (dry),White,mac and cheese,Cheese,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,gazpacho,Acidic,Italian,4,Good,Acidic wine balances acidic food.
Ice Wine,Dessert,caprese salad,Acidic,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Merlot,Red,roast lamb,Red Meat,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,chocolate mousse,Dessert,Korean,1,Terrible,Dry table wine clashes with dessert sweetness.
Grüner Veltliner,White,roast lamb,Red Meat,Japanese,2,Poor,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,grilled ribeye,Red Meat,Mexican,4,Good,Heuristic pairing assessment.
Provence Rosé,Rosé,mac and cheese,Cheese,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,mac and cheese,Cheese,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,chocolate mousse,Dessert,German,5,Excellent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,bbq brisket,Red Meat,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,caprese salad,Acidic,Greek,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,mushroom risotto,Vegetarian,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Tempranillo,Red,gazpacho,Acidic,Greek,4,Good,Acidic wine balances acidic food.
Grüner Veltliner,White,bbq brisket,Red Meat,Ethiopian,3,Neutral,Delicate wine overwhelmed by red meat.
Malbec,Red,cheese platter,Cheese,French,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,beef stew,Red Meat,Korean,2,Poor,Heuristic pairing assessment.
Viognier,White,bbq brisket,Red Meat,Vietnamese,2,Poor,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,grilled ribeye,Red Meat,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,bbq brisket,Red Meat,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,vegetable curry,Vegetarian,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,bbq brisket,Red Meat,Moroccan,3,Neutral,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,cheese platter,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,gazpacho,Acidic,Vietnamese,3,Neutral,Acidic wine balances acidic food.
Gewürztraminer,White,caprese salad,Acidic,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,roast lamb,Red Meat,Vietnamese,3,Neutral,Tannic red complements red meat fat.
Tempranillo,Red,citrus salad,Acidic,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,gazpacho,Acidic,Chinese (Sichuan),4,Good,Acidic wine balances acidic food.
Syrah/Shiraz,Red,mac and cheese,Cheese,American BBQ,3,Neutral,Heuristic pairing assessment.
Chenin Blanc,White,citrus salad,Acidic,German,3,Neutral,Acidic wine balances acidic food.
Gewürztraminer,White,roast lamb,Red Meat,French,2,Poor,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,fondue,Cheese,French,5,Excellent,Idealized perfect pairing example for contrast.
Merlot,Red,cheese platter,Cheese,Thai,3,Neutral,Heuristic pairing assessment.
Grenache,Red,mac and cheese,Cheese,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Torrontés,White,gazpacho,Acidic,Italian,4,Good,Acidic wine balances acidic food.
Grüner Veltliner,White,beef stew,Red Meat,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,cheese platter,Cheese,Ethiopian,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,mushroom risotto,Vegetarian,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,roast lamb,Red Meat,American BBQ,3,Neutral,Delicate wine overwhelmed by red meat.
Gewürztraminer,White,cheese platter,Cheese,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Champagne,Sparkling,beef stew,Red Meat,American BBQ,2,Poor,Heuristic pairing assessment.
Merlot,Red,bbq brisket,Red Meat,Korean,3,Neutral,Tannic red complements red meat fat.
Grenache,Red,charcuterie board,Salty Snack,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,gazpacho,Acidic,Middle Eastern,3,Neutral,Acidic wine balances acidic food.
Zinfandel,Red,beef stew,Red Meat,German,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,beef stew,Red Meat,American BBQ,3,Neutral,Heuristic pairing assessment.
Madeira,Fortified,bbq brisket,Red Meat,American BBQ,1,Terrible,Delicate wine overwhelmed by red meat.
Barbera,Red,fondue,Cheese,Ethiopian,4,Good,Heuristic pairing assessment.
Grenache,Red,mac and cheese,Cheese,Vietnamese,4,Good,Heuristic pairing assessment.
Torrontés,White,roast lamb,Red Meat,French,1,Terrible,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,cheesecake,Dessert,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,citrus salad,Acidic,Greek,5,Excellent,Acidic wine balances acidic food.
Nebbiolo,Red,cheese platter,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Albariño,White,lemon tart,Dessert,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,caprese salad,Acidic,French,2,Poor,Heuristic pairing assessment.
Merlot,Red,gazpacho,Acidic,Japanese,5,Excellent,Acidic wine balances acidic food.
Pinot Noir,Red,roast lamb,Red Meat,Mexican,1,Terrible,Delicate wine overwhelmed by red meat.
Viognier,White,grilled ribeye,Red Meat,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,grilled ribeye,Red Meat,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,chocolate mousse,Dessert,Moroccan,3,Neutral,Dry table wine clashes with dessert sweetness.
Zinfandel,Red,bbq brisket,Red Meat,Korean,5,Excellent,Tannic red complements red meat fat.
Gewürztraminer,White,fondue,Cheese,German,4,Good,Heuristic pairing assessment.
Barbera,Red,cheese platter,Cheese,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Madeira,Fortified,roast lamb,Red Meat,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,mixed nuts,Salty Snack,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,cheese platter,Cheese,American BBQ,3,Neutral,Heuristic pairing assessment.
Torrontés,White,cheese platter,Cheese,Argentinian,4,Good,Heuristic pairing assessment.
Barbera,Red,roast lamb,Red Meat,Middle Eastern,2,Poor,Delicate wine overwhelmed by red meat.
Merlot,Red,mac and cheese,Cheese,Argentinian,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,grilled ribeye,Red Meat,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,gazpacho,Acidic,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,mushroom risotto,Vegetarian,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,fondue,Cheese,Japanese,4,Good,Heuristic pairing assessment.
Provence Rosé,Rosé,bbq brisket,Red Meat,Thai,3,Neutral,Delicate wine overwhelmed by red meat.
Gewürztraminer,White,mac and cheese,Cheese,French,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Chenin Blanc,White,gazpacho,Acidic,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,gazpacho,Acidic,Korean,3,Neutral,Low-acid wine seems flabby vs acids.
Sauvignon Blanc,White,lemon tart,Dessert,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,caprese salad,Acidic,Middle Eastern,2,Poor,Heuristic pairing assessment.
Gamay (Beaujolais),Red,mac and cheese,Cheese,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Zinfandel,Red,cheese platter,Cheese,Ethiopian,2,Poor,Heuristic pairing assessment.
Port,Fortified,sorbet,Dessert,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,mac and cheese,Cheese,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,grilled ribeye,Red Meat,Argentinian,2,Poor,Heuristic pairing assessment.
Sangiovese,Red,mac and cheese,Cheese,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,citrus salad,Acidic,Korean,3,Neutral,Acidic wine balances acidic food.
Sangiovese,Red,beef stew,Red Meat,Korean,4,Good,Heuristic pairing assessment.
Sauvignon Blanc,White,cream of mushroom soup,Creamy,Chinese (Sichuan),3,Neutral,Too lean for creamy dish.
Ice Wine,Dessert,citrus salad,Acidic,Mexican,4,Good,Acidic wine balances acidic food.
Viognier,White,duck à l’orange,Poultry,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Chenin Blanc,White,fondue,Cheese,Indian,2,Poor,Heuristic pairing assessment.
Malbec,Red,fondue,Cheese,Ethiopian,4,Good,Heuristic pairing assessment.
Cabernet Sauvignon,Red,fondue,Cheese,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,lemon tart,Dessert,Spanish,4,Good,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Grüner Veltliner,White,roast lamb,Red Meat,Japanese,3,Neutral,Delicate wine overwhelmed by red meat.
Barbera,Red,grilled ribeye,Red Meat,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,beef stew,Red Meat,Indian,2,Poor,Heuristic pairing assessment.
Merlot,Red,beef stew,Red Meat,Moroccan,3,Neutral,Heuristic pairing assessment.
Barbera,Red,bbq brisket,Red Meat,German,2,Poor,Delicate wine overwhelmed by red meat.
Viognier,White,roast lamb,Red Meat,Middle Eastern,3,Neutral,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,lemon tart,Dessert,American BBQ,4,Good,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Sauternes,Dessert,bacon burger,Pork,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,caprese salad,Acidic,German,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,roast lamb,Red Meat,Greek,3,Neutral,Delicate wine overwhelmed by red meat.
Nebbiolo,Red,fish tacos,Seafood,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Champagne,Sparkling,olives and cheese,Salty Snack,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,gazpacho,Acidic,Ethiopian,3,Neutral,Acidic wine balances acidic food.
Gewürztraminer,White,gazpacho,Acidic,Ethiopian,3,Neutral,Low-acid wine seems flabby vs acids.
Sauvignon Blanc,White,sorbet,Dessert,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Port,Fortified,bbq brisket,Red Meat,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Malbec,Red,citrus salad,Acidic,Mexican,4,Good,Acidic wine balances acidic food.
Sauvignon Blanc,White,fondue,Cheese,Moroccan,2,Poor,Heuristic pairing assessment.
White Zinfandel,Rosé,cheese platter,Cheese,German,4,Good,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,gazpacho,Acidic,Middle Eastern,3,Neutral,Acidic wine balances acidic food.
Gamay (Beaujolais),Red,citrus salad,Acidic,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Torrontés,White,roast lamb,Red Meat,Argentinian,3,Neutral,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,cheese platter,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Champagne,Sparkling,citrus salad,Acidic,Thai,3,Neutral,Acidic wine balances acidic food.
Gamay (Beaujolais),Red,fondue,Cheese,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Torrontés,White,beef stew,Red Meat,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Riesling (dry),White,beef stew,Red Meat,Korean,4,Good,Heuristic pairing assessment.
Torrontés,White,gazpacho,Acidic,French,4,Good,Acidic wine balances acidic food.
Sauternes,Dessert,olives and cheese,Salty Snack,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,German,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,mac and cheese,Cheese,Indian,3,Neutral,Heuristic pairing assessment.
Tempranillo,Red,roast lamb,Red Meat,Vietnamese,3,Neutral,Tannic red complements red meat fat.
Sauvignon Blanc,White,grilled ribeye,Red Meat,Indian,4,Good,Heuristic pairing assessment.
Champagne,Sparkling,beef stew,Red Meat,Vietnamese,2,Poor,Heuristic pairing assessment.
Merlot,Red,cheese platter,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,citrus salad,Acidic,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Chenin Blanc,White,mac and cheese,Cheese,German,2,Poor,Heuristic pairing assessment.
Tempranillo,Red,bbq brisket,Red Meat,Ethiopian,3,Neutral,Tannic red complements red meat fat.
Gamay (Beaujolais),Red,cheese platter,Cheese,Argentinian,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,bbq brisket,Red Meat,Italian,3,Neutral,Delicate wine overwhelmed by red meat.
Barbera,Red,gazpacho,Acidic,German,5,Excellent,Acidic wine balances acidic food.
Sauvignon Blanc,White,sorbet,Dessert,Chinese (Sichuan),3,Neutral,Dry table wine clashes with dessert sweetness.
Ice Wine,Dessert,shrimp scampi,Seafood,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,cheese platter,Cheese,American BBQ,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,fish tacos,Seafood,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,fondue,Cheese,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,citrus salad,Acidic,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Champagne,Sparkling,grilled ribeye,Red Meat,French,3,Neutral,Heuristic pairing assessment.
Gewürztraminer,White,gazpacho,Acidic,German,1,Terrible,Low-acid wine seems flabby vs acids.
Barbera,Red,mac and cheese,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Gamay (Beaujolais),Red,mac and cheese,Cheese,Japanese,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,cheese platter,Cheese,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Tempranillo,Red,beef stew,Red Meat,Ethiopian,2,Poor,Heuristic pairing assessment.
